Command,Category,Description
shutdown -z config.yaml,Linux,
more,Linux,
lvm -w style.css,Linux,
update-grub -f docker-compose.yml,Linux,
service,Linux,
ping,Linux,
crontab -b file2.txt,Linux,
man  /home/user/,Linux,
kpartx,Linux,
fsck  /tmp/,Linux,
update-grub,Linux,
whoami,Linux,
mkfs --verbose,Linux,
date  usb.img,Linux,
cat  /srv/www/,Linux,
sort -r script.sh,Linux,
blkid,Linux,
cfdisk -a report.csv,Linux,
cryptdisks_stop -v /home/user/,Linux,
rmdir  file2.txt,Linux,
rmdir -r,Linux,
mkfs.ntfs  disk.img,Linux,
cryptsetup -t,Linux,
modprobe -m,Linux,
rmdir -y,Linux,
route,Linux,
pkill,Linux,
gpasswd -f config.conf,Linux,
screen -g dir2,Linux,
reboot -e /home/user/,Linux,
vgreduce  logfile.log,Linux,
grub2-install  output.txt,Linux,
update-grub -z /dev/sda1,Linux,
partprobe  main.py,Linux,
rm -d /var/log/,Linux,
su -m report.csv,Linux,
lvscan -s,Linux,
du,Linux,
lvremove,Linux,
export  /var/log/,Linux,
tmux -z,Linux,
sort  /var/log/,Linux,
vgreduce  file2.txt,Linux,
tr  file.txt,Linux,
pvscan  /srv/www/,Linux,
tune2fs,Linux,
strace  kubernetes.yml,Linux,
lvcreate,Linux,
htop  config.conf,Linux,
curl -p output.txt,Linux,
chpasswd -c /usr/local/,Linux,
fsck -a docker-compose.yml,Linux,
losetup,Linux,
cryptsetup  /etc/,Linux,
screen -d,Linux,
service -d,Linux,
mkinitrd,Linux,
shutdown  /etc/,Linux,
ssh,Linux,
alias -w,Linux,
tune2fs,Linux,
tar,Linux,
kpartx -a,Linux,
chown  /tmp/,Linux,
mkfs.btrfs,Linux,
cryptsetup -u,Linux,
at --version disk.img,Linux,
update-initramfs,Linux,
chown  docker-compose.yml,Linux,
cryptsetup -q,Linux,
mkfs.hfsplus,Linux,
tee,Linux,
wget,Linux,
swapon -q,Linux,
logrotate,Linux,
fdisk --interactive /var/log/,Linux,
visudo,Linux,
initramfs,Linux,
shutdown,Linux,
mkfs.minix  docker-compose.yml,Linux,
nano --quiet,Linux,
mkfs.btrfs -r,Linux,
iostat  /tmp/,Linux,
wget,Linux,
mkfs.vfat -f,Linux,
losetup,Linux,
dracut -p /home/user/,Linux,
ftp,Linux,
cryptdisks_start -z /etc/,Linux,
crontab,Linux,
dmsetup --recursive style.css,Linux,
mkfs.vfat -t index.html,Linux,
fdisk -t /srv/www/,Linux,
update-initramfs  /var/log/,Linux,
swapoff,Linux,
strace,Linux,
umount -z app.js,Linux,
chgrp  usb.img,Linux,
passwd  file2.txt,Linux,
top --interactive report.csv,Linux,
chage -m,Linux,
chown -q app.js,Linux,
yum  file2.txt,Linux,
mkfs  /var/log/,Linux,
vgremove  file.txt,Linux,
groupadd  /srv/www/,Linux,
gzip --version,Linux,
chattr  report.csv,Linux,
mkfs.minix -a /dev/sda1,Linux,
htop  network.log,Linux,
updatedb --all output.txt,Linux,
top -z,Linux,
gdisk --recursive docker-compose.yml,Linux,
mkfs -a,Linux,
sed -h,Linux,
chmod  file1.log,Linux,
pvremove,Linux,
cat --force output.txt,Linux,
vmstat  app.js,Linux,
update-grub,Linux,
iostat  docker-compose.yml,Linux,
lvscan  /dev/sda1,Linux,
find  /etc/,Linux,
service -r,Linux,
mkfs.ext4 --verbose playbook.yml,Linux,
tar -i,Linux,
dmesg -d,Linux,
mkswap,Linux,
grub-install -v,Linux,
passwd -q,Linux,
less  /tmp/,Linux,
vgreduce,Linux,
sort -b,Linux,
less  disk.img,Linux,
du -a,Linux,
fsck  dir1,Linux,
losetup --verbose /usr/local/,Linux,
vgextend,Linux,
uptime,Linux,
cryptdisks_start  docker-compose.yml,Linux,
yum,Linux,
losetup,Linux,
cryptdisks_start -e,Linux,
usermod  output.txt,Linux,
lsof  backup.tar,Linux,
lvm -o,Linux,
batch  backup.tar,Linux,
dmesg -b /usr/local/,Linux,
sftp -x,Linux,
resize2fs  config.yaml,Linux,
vgremove,Linux,
stat --force /mnt/usb,Linux,
tmux,Linux,
date  dir2,Linux,
mkinitramfs -a,Linux,
nano --all,Linux,
chgrp  usb.img,Linux,
setfacl -u,Linux,
cat -r /etc/,Linux,
nano,Linux,
gzip,Linux,
kpartx -s,Linux,
scp -a style.css,Linux,
e2fsck,Linux,
lsmod --all style.css,Linux,
sftp,Linux,
lspci  file2.txt,Linux,
cd,Linux,
kpartx  network.log,Linux,
mkfs.vfat -p,Linux,
cryptsetup,Linux,
mkfs,Linux,
crontab  file2.txt,Linux,
cryptsetup  /home/user/,Linux,
update-grub -s,Linux,
export -c,Linux,
initramfs -h dir2,Linux,
tar -g index.html,Linux,
modprobe -y,Linux,
du --force,Linux,
grub-install -z main.py,Linux,
partprobe  report.csv,Linux,
lsattr  app.js,Linux,
df --version dir2,Linux,
ping,Linux,
lvextend  network.log,Linux,
vgremove --quiet,Linux,
df -m /tmp/,Linux,
lsblk --verbose,Linux,
du,Linux,
mkfs.ntfs  index.html,Linux,
grub2-install -g,Linux,
bg,Linux,
userdel -w /srv/www/,Linux,
sudo  docker-compose.yml,Linux,
top -o playbook.yml,Linux,
gdisk,Linux,
passwd  output.txt,Linux,
lspci,Linux,
pvresize -x file1.log,Linux,
cryptdisks_stop  file1.log,Linux,
chattr --recursive /home/user/,Linux,
mkfs.xfs -m,Linux,
visudo -z /srv/www/,Linux,
cryptsetup -y,Linux,
setfacl,Linux,
pvdisplay,Linux,
rmmod  style.css,Linux,
ifconfig -p,Linux,
passwd,Linux,
grub-mkconfig --dry-run,Linux,
mount  file.txt,Linux,
tune2fs,Linux,
kill  /var/log/,Linux,
rsync -u index.html,Linux,
du --verbose file.txt,Linux,
mkfs.vfat,Linux,
sar -b,Linux,
dnf,Linux,
gzip,Linux,
blkid  dir2,Linux,
pvcreate  logfile.log,Linux,
vgremove -p,Linux,
resize2fs  playbook.yml,Linux,
passwd -e,Linux,
groupdel --version,Linux,
usermod -r,Linux,
dmsetup  main.py,Linux,
mv --dry-run output.txt,Linux,
mkinitrd  /home/user/,Linux,
pwd,Linux,
passwd -v usb.img,Linux,
netstat  file1.log,Linux,
lspci --interactive /mnt/usb,Linux,
vgremove  dir2,Linux,
nano -p playbook.yml,Linux,
chattr -d /etc/,Linux,
mkfs.ntfs -y,Linux,
dmsetup  archive.tar.gz,Linux,
rmmod  dir2,Linux,
vmstat  dir1,Linux,
cryptdisks_stop,Linux,
parted,Linux,
vgremove -z /home/user/,Linux,
dracut  logfile.log,Linux,
umount  logfile.log,Linux,
uname,Linux,
strace -p archive.tar.gz,Linux,
parted --force /home/user/,Linux,
grub-mkconfig --help,Linux,
update-grub,Linux,
passwd -g,Linux,
iostat --force kubernetes.yml,Linux,
mkfs.msdos -q /etc/,Linux,
cryptsetup -q,Linux,
vgreduce  /var/log/,Linux,
less -r,Linux,
chpasswd -a dir1,Linux,
grub2-install,Linux,
parted -w,Linux,
modprobe  /tmp/,Linux,
cryptdisks_stop,Linux,
mkfs.ntfs,Linux,
mkfs.hfsplus,Linux,
du  usb.img,Linux,
lspci  playbook.yml,Linux,
grub-mkconfig -g docker-compose.yml,Linux,
dracut  /mnt/usb,Linux,
update-grub --interactive,Linux,
cp --all,Linux,
lsattr  network.log,Linux,
wget -c config.yaml,Linux,
umount --interactive,Linux,
du --dry-run,Linux,
passwd -z,Linux,
vgcreate -l backup.tar,Linux,
mkfs.hfsplus -g docker-compose.yml,Linux,
tr -e config.yaml,Linux,
kill -a /usr/local/,Linux,
chattr,Linux,
chage -q playbook.yml,Linux,
umount -y,Linux,
grep -v file1.log,Linux,
cat -r /etc/,Linux,
screen  file2.txt,Linux,
touch -h usb.img,Linux,
dmstats -u dir1,Linux,
vgremove,Linux,
mkfs.ntfs --verbose,Linux,
apt-get -g /tmp/,Linux,
umount,Linux,
vmstat  logfile.log,Linux,
mkdir -a,Linux,
ls -o file.txt,Linux,
parted -w,Linux,
sed,Linux,
blkid -n config.yaml,Linux,
tune2fs,Linux,
resize2fs --verbose,Linux,
df,Linux,
parted -l,Linux,
lvreduce -o /tmp/,Linux,
df -e,Linux,
curl  main.py,Linux,
pvmove  file1.log,Linux,
dmidecode  /etc/,Linux,
crontab -m archive.tar.gz,Linux,
lvextend -b,Linux,
cryptsetup  main.py,Linux,
route  config.yaml,Linux,
mkfs.btrfs --dry-run,Linux,
crontab,Linux,
cfdisk -g kubernetes.yml,Linux,
mkfs.xfs  /srv/www/,Linux,
batch,Linux,
mkfs.msdos -v,Linux,
groupadd,Linux,
pvresize  config.yaml,Linux,
mkinitramfs -s,Linux,
whoami -p,Linux,
iostat  dir1,Linux,
mkinitrd  playbook.yml,Linux,
mkfs.ext4  /home/user/,Linux,
apt-get  backup.tar,Linux,
env -g report.csv,Linux,
modinfo,Linux,
mkfs.ext4,Linux,
whoami -n,Linux,
mkinitrd -i /home/user/,Linux,
fsck,Linux,
watch --all,Linux,
grub-install  /tmp/,Linux,
umount,Linux,
cryptsetup -z,Linux,
mkfs.msdos -q /etc/,Linux,
cryptsetup --interactive output.txt,Linux,
route,Linux,
iptables,Linux,
losetup -m backup.tar,Linux,
tee,Linux,
e2fsck --interactive,Linux,
e2fsck  dir1,Linux,
gpasswd,Linux,
lsusb,Linux,
bg,Linux,
sfdisk,Linux,
tee  /mnt/usb,Linux,
dmidecode -f /etc/,Linux,
lsblk --help,Linux,
vgremove -r,Linux,
scp --verbose main.py,Linux,
userdel -z app.js,Linux,
cal -c file1.log,Linux,
killall -c,Linux,
umount -y dir1,Linux,
date  playbook.yml,Linux,
shutdown,Linux,
lsusb --dry-run,Linux,
gunzip,Linux,
pvmove --dry-run,Linux,
vgcreate  app.js,Linux,
dmsetup  /srv/www/,Linux,
kill -c,Linux,
sftp,Linux,
jobs --verbose,Linux,
iptables  dir2,Linux,
lvdisplay,Linux,
blkid --verbose,Linux,
modinfo -y,Linux,
mkfs.ext4 -g,Linux,
systemctl,Linux,
mount  config.yaml,Linux,
du --force docker-compose.yml,Linux,
chpasswd -f,Linux,
vgcreate -v logfile.log,Linux,
mkfs.ext4 --all,Linux,
mkfs.vfat,Linux,
grub2-install -m,Linux,
htop  app.js,Linux,
lshw,Linux,
fdisk -q,Linux,
e2fsck --force backup.tar,Linux,
killall -g file.txt,Linux,
update-initramfs -s index.html,Linux,
gdisk -d /etc/,Linux,
du,Linux,
cryptdisks_stop,Linux,
cfdisk --help,Linux,
update-initramfs -y archive.tar.gz,Linux,
fg -l,Linux,
mkfs.xfs --quiet,Linux,
crontab -y,Linux,
cryptdisks_start,Linux,
initramfs --help,Linux,
cut --quiet,Linux,
cal  disk.img,Linux,
cryptsetup  archive.tar.gz,Linux,
cp --interactive config.conf,Linux,
mkfs.ntfs  docker-compose.yml,Linux,
lsusb -o,Linux,
journalctl  index.html,Linux,
mkfs.btrfs --force file.txt,Linux,
chown,Linux,
tmux  output.txt,Linux,
mkfs.msdos -v,Linux,
mkfs.vfat --dry-run file2.txt,Linux,
cryptdisks_stop,Linux,
blkid -z disk.img,Linux,
mkpasswd,Linux,
df,Linux,
update-initramfs,Linux,
gpasswd -h,Linux,
vgcreate -t,Linux,
usermod  /mnt/usb,Linux,
lvscan  config.conf,Linux,
df --quiet network.log,Linux,
du  config.yaml,Linux,
fdisk -v,Linux,
pvdisplay --recursive logfile.log,Linux,
head  usb.img,Linux,
cp -r,Linux,
strace -e,Linux,
htop,Linux,
update-grub  main.py,Linux,
curl --force network.log,Linux,
sar  /dev/sda1,Linux,
lsof -i file1.log,Linux,
sed,Linux,
env -c /usr/local/,Linux,
chown  archive.tar.gz,Linux,
tune2fs,Linux,
stat --force /mnt/usb,Linux,
ftp --version /dev/sda1,Linux,
grub-mkconfig  logfile.log,Linux,
mount -x,Linux,
dracut -b,Linux,
gpasswd -h,Linux,
kill -h,Linux,
mkfs.btrfs,Linux,
ln,Linux,
grub2-mkconfig --all,Linux,
vmstat  /etc/,Linux,
tail -o docker-compose.yml,Linux,
modinfo  backup.tar,Linux,
grub-install,Linux,
awk --dry-run report.csv,Linux,
du  main.py,Linux,
iostat --force kubernetes.yml,Linux,
cryptsetup  playbook.yml,Linux,
cryptdisks_start -t,Linux,
mount -z /etc/,Linux,
dmsetup,Linux,
lspci  /usr/local/,Linux,
usermod,Linux,
lsblk  index.html,Linux,
dracut -q,Linux,
grub-mkconfig  /home/user/,Linux,
pvmove -q,Linux,
du -r,Linux,
cat -f dir2,Linux,
pvdisplay --help,Linux,
mkinitramfs -y,Linux,
bg,Linux,
at --verbose,Linux,
xargs  usb.img,Linux,
curl -u app.js,Linux,
service --dry-run,Linux,
visudo,Linux,
passwd -q,Linux,
tar,Linux,
cal  /tmp/,Linux,
grub2-mkconfig  /mnt/usb,Linux,
shutdown,Linux,
passwd -z /srv/www/,Linux,
cut  /tmp/,Linux,
uptime -u,Linux,
htop  /tmp/,Linux,
blkid  /home/user/,Linux,
stat  output.txt,Linux,
iostat  file1.log,Linux,
groupmod --verbose backup.tar,Linux,
ps,Linux,
mkfs.msdos -v file.txt,Linux,
netstat --verbose script.sh,Linux,
logrotate -z,Linux,
chown -t,Linux,
setfacl,Linux,
dmsetup,Linux,
swapon --interactive /usr/local/,Linux,
swapoff,Linux,
wget --interactive,Linux,
cryptsetup  app.js,Linux,
parted  dir2,Linux,
grub-install,Linux,
mkdir --quiet,Linux,
ps -i,Linux,
lvremove,Linux,
mount --recursive,Linux,
usermod,Linux,
rsync,Linux,
env -s,Linux,
iostat -t,Linux,
cp -t report.csv,Linux,
pvdisplay --recursive logfile.log,Linux,
date -x file1.log,Linux,
grub-install -u,Linux,
grub2-install  playbook.yml,Linux,
umount,Linux,
dnf -s /mnt/usb,Linux,
vgextend,Linux,
mkfs.msdos  dir2,Linux,
rmmod -v /srv/www/,Linux,
grub2-install  config.yaml,Linux,
tee,Linux,
usermod -v,Linux,
grub-install --recursive,Linux,
locate -r index.html,Linux,
lsattr -d,Linux,
grub2-install --verbose logfile.log,Linux,
yum  /usr/local/,Linux,
mkfs.vfat  config.conf,Linux,
grub-mkconfig  disk.img,Linux,
awk -b,Linux,
pvmove,Linux,
whoami,Linux,
more  index.html,Linux,
vgcreate --help,Linux,
dmsetup  docker-compose.yml,Linux,
scp -r index.html,Linux,
mkfs.btrfs -x file.txt,Linux,
mkfs.btrfs,Linux,
mkfs.minix --interactive /mnt/usb,Linux,
modprobe -r,Linux,
find -h disk.img,Linux,
passwd  style.css,Linux,
lsusb  archive.tar.gz,Linux,
stat --version,Linux,
mkinitramfs  usb.img,Linux,
ftp  disk.img,Linux,
userdel -p style.css,Linux,
passwd,Linux,
passwd  config.conf,Linux,
dmesg --help,Linux,
chattr -y,Linux,
grub2-mkconfig,Linux,
lvm -l,Linux,
mount --help report.csv,Linux,
umount,Linux,
batch -z disk.img,Linux,
lvdisplay,Linux,
useradd -f,Linux,
rsync  /etc/,Linux,
cryptsetup -m report.csv,Linux,
mkfs.xfs,Linux,
umount -z docker-compose.yml,Linux,
chattr,Linux,
jobs,Linux,
insmod --interactive,Linux,
e2fsck -h,Linux,
cryptsetup  /mnt/usb,Linux,
pvcreate,Linux,
modprobe -m,Linux,
mkpasswd --version backup.tar,Linux,
crontab  /dev/sda1,Linux,
grub-mkconfig --recursive,Linux,
initramfs,Linux,
depmod  main.py,Linux,
grub2-install,Linux,
route  output.txt,Linux,
modprobe  archive.tar.gz,Linux,
chmod  /tmp/,Linux,
grub2-install  dir1,Linux,
lvreduce  dir1,Linux,
chgrp,Linux,
mkfs,Linux,
history  dir1,Linux,
hostname -m,Linux,
losetup  /home/user/,Linux,
hostname  main.py,Linux,
nohup  backup.tar,Linux,
kill -p style.css,Linux,
df -f /etc/,Linux,
lvextend  playbook.yml,Linux,
journalctl,Linux,
fdisk -b,Linux,
flutter create myapp,Flutter,Creates a new Flutter project
mkinitramfs -s,Linux,
depmod -z config.conf,Linux,
sudo,Linux,
less  app.js,Linux,
lsblk --help usb.img,Linux,
losetup -n,Linux,
touch  logfile.log,Linux,
grub-install -u,Linux,
halt,Linux,
sftp,Linux,
at  docker-compose.yml,Linux,
grub2-install  file2.txt,Linux,
scp -e /var/log/,Linux,
tar,Linux,
update-grub -w,Linux,
lshw  file.txt,Linux,
service  config.conf,Linux,
fsck -d,Linux,
grub-mkconfig --quiet playbook.yml,Linux,
grub2-mkconfig -s dir1,Linux,
rm,Linux,
dmidecode,Linux,
less -r,Linux,
vgextend,Linux,
umount  usb.img,Linux,
mkswap -v,Linux,
ls  usb.img,Linux,
export -p,Linux,
lsmod -p,Linux,
dmesg  /home/user/,Linux,
uname -f /home/user/,Linux,
getfacl -y,Linux,
df --recursive,Linux,
mdadm,Linux,
uptime,Linux,
modprobe  /etc/,Linux,
vgdisplay  /home/user/,Linux,
nohup,Linux,
curl -n,Linux,
grub-mkconfig --all usb.img,Linux,
awk  config.conf,Linux,
e2fsck --dry-run backup.tar,Linux,
initramfs  /mnt/usb,Linux,
date  /home/user/,Linux,
ifconfig -q file1.log,Linux,
groupmod  /etc/,Linux,
sftp --recursive script.sh,Linux,
grub2-install  kubernetes.yml,Linux,
insmod -p file1.log,Linux,
vgremove  /usr/local/,Linux,
lshw -i,Linux,
tune2fs,Linux,
apt-get -x archive.tar.gz,Linux,
chown  usb.img,Linux,
losetup,Linux,
update-initramfs  script.sh,Linux,
mkfs.btrfs -p,Linux,
lvdisplay --dry-run main.py,Linux,
crontab -z,Linux,
grub2-install -a /usr/local/,Linux,
mkpasswd  report.csv,Linux,
rmdir,Linux,
uptime,Linux,
du --force,Linux,
dmsetup  disk.img,Linux,
gunzip -t archive.tar.gz,Linux,
partprobe -h,Linux,
partprobe --interactive,Linux,
usermod  network.log,Linux,
gpasswd --quiet,Linux,
lvreduce,Linux,
rm,Linux,
userdel -z,Linux,
scp  app.js,Linux,
locate,Linux,
groupdel --verbose logfile.log,Linux,
sudoedit  kubernetes.yml,Linux,
tr -w,Linux,
userdel,Linux,
gdisk --all /home/user/,Linux,
modinfo -p network.log,Linux,
tail,Linux,
cryptsetup  kubernetes.yml,Linux,
cal --recursive config.yaml,Linux,
mkswap -r,Linux,
mkfs.btrfs --force,Linux,
hostname,Linux,
vmstat -e /etc/,Linux,
umount --quiet usb.img,Linux,
sar -x,Linux,
lvm -s kubernetes.yml,Linux,
service  config.conf,Linux,
rsync -b,Linux,
mkinitramfs -m,Linux,
cut,Linux,
chown -e,Linux,
tune2fs -t,Linux,
netstat  output.txt,Linux,
initramfs --verbose /usr/local/,Linux,
pwd -r /home/user/,Linux,
stat  /dev/sda1,Linux,
pvscan,Linux,
lsblk -z,Linux,
mkinitrd -d /var/log/,Linux,
mkinitrd -g style.css,Linux,
cryptdisks_start,Linux,
mount  backup.tar,Linux,
getfacl --quiet,Linux,
gunzip  dir2,Linux,
logrotate --quiet backup.tar,Linux,
iptables,Linux,
groupadd,Linux,
touch  dir1,Linux,
e2fsck  /dev/sda1,Linux,
ftp --version /dev/sda1,Linux,
update-initramfs  file.txt,Linux,
jar cf jarfile.jar *.class,Java,Creates a JAR file
env,Linux,
cal,Linux,
du --dry-run,Linux,
mkfs.hfsplus -g /home/user/,Linux,
uname -f,Linux,
gpasswd  report.csv,Linux,
grub-mkconfig  logfile.log,Linux,
vgextend,Linux,
screen --help dir1,Linux,
screen,Linux,
lsblk  file1.log,Linux,
userdel -w index.html,Linux,
scp  app.js,Linux,
tmux -m /srv/www/,Linux,
tee  file2.txt,Linux,
du --quiet,Linux,
sudoedit -p disk.img,Linux,
grub-install  config.yaml,Linux,
gdisk  /home/user/,Linux,
ifconfig  /mnt/usb,Linux,
losetup -p,Linux,
chmod -p,Linux,
fsck --quiet disk.img,Linux,
df,Linux,
whoami -f,Linux,
logrotate -l,Linux,
pkill -y,Linux,
cut --verbose /mnt/usb,Linux,
mkfs  config.conf,Linux,
cryptsetup -p,Linux,
sort  dir2,Linux,
grub-mkconfig,Linux,
getfacl -o config.conf,Linux,
ls,Linux,
cut,Linux,
vgextend --help,Linux,
curl -o file2.txt,Linux,
uptime,Linux,
groupmod  config.yaml,Linux,
ping -s,Linux,
sudo --recursive,Linux,
cfdisk,Linux,
grub-mkconfig --help main.py,Linux,
vgscan  backup.tar,Linux,
groupadd,Linux,
dnf  config.yaml,Linux,
dmesg -i,Linux,
mount  config.conf,Linux,
rsync,Linux,
df -z,Linux,
passwd -a,Linux,
bg,Linux,
resize2fs --recursive,Linux,
ln --recursive dir1,Linux,
visudo,Linux,
top -u logfile.log,Linux,
lvcreate  /home/user/,Linux,
blkid -g,Linux,
locate,Linux,
pwd,Linux,
mount  dir1,Linux,
sed -h,Linux,
umount  logfile.log,Linux,
logrotate  /dev/sda1,Linux,
tmux,Linux,
losetup,Linux,
gzip,Linux,
jobs -t /srv/www/,Linux,
grub2-install --recursive,Linux,
sudoedit --dry-run,Linux,
batch,Linux,
df -i,Linux,
blkid -z,Linux,
fsck -s dir2,Linux,
vgremove -z /home/user/,Linux,
chattr  /tmp/,Linux,
parted -g,Linux,
partprobe  backup.tar,Linux,
dmsetup --force app.js,Linux,
pvremove  style.css,Linux,
service --quiet dir2,Linux,
vgremove --interactive /var/log/,Linux,
dmesg,Linux,
dmsetup,Linux,
bg --recursive,Linux,
stat -o config.yaml,Linux,
dracut  file.txt,Linux,
mkfs --dry-run,Linux,
find  backup.tar,Linux,
lsmod,Linux,
sed --help,Linux,
cryptdisks_start,Linux,
top --quiet file1.log,Linux,
chmod -u file2.txt,Linux,
ping,Linux,
man -e,Linux,
pvresize -y main.py,Linux,
head,Linux,
cfdisk --interactive,Linux,
swapon,Linux,
update-grub  app.js,Linux,
mdadm -x script.sh,Linux,
gunzip  /dev/sda1,Linux,
df -q,Linux,
df --help,Linux,
df  main.py,Linux,
groupdel,Linux,
scp  usb.img,Linux,
mkfs.msdos  dir2,Linux,
less --version,Linux,
update-grub -l,Linux,
kpartx,Linux,
sudo,Linux,
swapon -u,Linux,
htop -c /usr/local/,Linux,
rsync -d /home/user/,Linux,
chown -t docker-compose.yml,Linux,
vgcreate  app.js,Linux,
scp --help script.sh,Linux,
initramfs -f,Linux,
grub-install --all /dev/sda1,Linux,
e2fsck -d logfile.log,Linux,
scp,Linux,
grub2-install --verbose,Linux,
mkfs.msdos -a /home/user/,Linux,
pvmove,Linux,
grub-install -p,Linux,
fsck --force dir1,Linux,
yum --force docker-compose.yml,Linux,
tail -g,Linux,
vmstat  config.yaml,Linux,
chattr  report.csv,Linux,
pvdisplay,Linux,
vgcreate --quiet,Linux,
lvscan -n,Linux,
halt  logfile.log,Linux,
less  /dev/sda1,Linux,
mkfs -v,Linux,
setfacl --help backup.tar,Linux,
chown,Linux,
df -n,Linux,
awk -o backup.tar,Linux,
vmstat -c,Linux,
grub2-install -t,Linux,
whoami --recursive kubernetes.yml,Linux,
gpasswd -f config.conf,Linux,
chmod  file2.txt,Linux,
blkid --help,Linux,
sed  main.py,Linux,
gzip -q /srv/www/,Linux,
su,Linux,
lvdisplay --help /srv/www/,Linux,
chown -b usb.img,Linux,
grub-install  /var/log/,Linux,
sort -m /mnt/usb,Linux,
grub-mkconfig --recursive,Linux,
df -r,Linux,
grub2-install  /mnt/usb,Linux,
dracut  /dev/sda1,Linux,
grep,Linux,
awk -u config.yaml,Linux,
mkfs.btrfs -s script.sh,Linux,
scp -v archive.tar.gz,Linux,
bg  file.txt,Linux,
vgscan -i,Linux,
vgscan -b,Linux,
cfdisk --all usb.img,Linux,
date  usb.img,Linux,
dracut,Linux,
grub2-install,Linux,
blkid -x,Linux,
mkfs.minix -z,Linux,
modinfo --version,Linux,
rm -z,Linux,
lvscan  config.yaml,Linux,
lvcreate -o archive.tar.gz,Linux,
cp --help playbook.yml,Linux,
at -i config.conf,Linux,
updatedb,Linux,
parted  config.conf,Linux,
ifconfig --recursive,Linux,
lvcreate  /home/user/,Linux,
tr -u,Linux,
iptables -d output.txt,Linux,
update-initramfs  index.html,Linux,
depmod  disk.img,Linux,
less -p,Linux,
jobs,Linux,
setfacl -m /usr/local/,Linux,
locate  /srv/www/,Linux,
lvextend,Linux,
service,Linux,
cat  logfile.log,Linux,
grub-mkconfig,Linux,
dnf  /var/log/,Linux,
